Y_est,Y_est_moe,Y_uni,Y_uni_moe,NAME,state,county,tract,S0101_C01_001E_x,OA_est,OA_est_moe,S0101_C01_001M_x,S0101_C01_001E_y,F_est,F_est_moe,S0101_C01_001M_y,RM_uni_moe,RM_est_moe,RM_uni,RM_est,EM_est,EM_uni_moe,EM_uni,EM_est_moe,FB_est_moe,FB_uni,FB_uni_moe,FB_est,LEP_uni_moe,LEP_est_moe,LEP_est,LEP_uni,D_est_moe,D_est,D_uni_moe,D_uni,LI_est_moe,LI_est,LI_uni_moe,LI_uni,NC_uni,NC_uni_moe,NC_est,NC_est_moe,GEOID,OA_uni,F_uni,OA_uni_moe,F_uni_moe,RM_est_moe_approx,Y_pct,Y_pct_moe,OA_pct,OA_pct_moe,F_pct,F_pct_moe,RM_pct,RM_pct_moe,EM_pct,EM_pct_moe,FB_pct,FB_pct_moe,LEP_pct,LEP_pct_moe,D_pct,D_pct_moe,LI_pct,LI_pct_moe,NC_pct,NC_pct_moe,IPD_SCORE,Y_score,Y_class,OA_score,OA_class,F_score,F_class,RM_score,RM_class,EM_score,EM_class,FB_score,FB_class,LEP_score,LEP_class,D_score,D_class,LI_score,LI_class,NC_score,NC_class,IPD_SCORE_score,IPD_SCORE_class,indicators_mean,indicators_std,IPD_CONFIDENCE
115,43,1181,205,Census Tract 1.01; District of Columbia; District of Columbia,11,001,000101,1181,373,115,205,1181,678,166,205,205,194,1181,293,90,205,1181,89,77,1181,205,161,187,40,33,1083,28,30,205,1181,48,73,205,1181,803,128,311,115,11001000101,1181,1181,205,205,282.24280327406046,9.7,3.2,31.6,8.0,57.4,9.9,24.8,15.9,7.6,7.4,13.6,6.1,3.0,3.7,2.5,2.3,6.2,3.9,38.7,12.9,19,1,Below Average,4,Well Above Average,3,Above Average,1,Below Average,2,Average,2,Average,2,Average,1,Below Average,1,Below Average,2,Average,2,Average,1.9,0.9944289260117531,Medium
1172,295,4966,730,Census Tract 94; District of Columbia; District of Columbia,11,001,009400,4966,831,172,730,4966,2533,359,730,730,611,4966,3780,263,730,4966,169,111,4966,730,232,570,106,115,4564,222,517,730,4966,372,652,728,4946,1849,241,257,156,11001009400,4966,4966,730,730,951.9564065649225,23.6,4.8,16.7,2.4,51.0,10.4,76.1,5.1,5.3,3.3,4.7,2.1,2.5,2.3,10.4,4.2,13.2,7.3,13.9,8.2,19,3,Above Average,3,Above Average,2,Average,3,Above Average,1,Below Average,1,Below Average,2,Average,2,Average,1,Below Average,1,Below Average,2,Average,1.9,0.875595035770913,High
1086,420,3438,697,Census Tract 95.03; District of Columbia; District of Columbia,11,001,009503,3438,584,149,697,3438,1755,402,697,697,265,3438,2593,258,697,3438,174,216,3438,697,313,663,417,403,3142,157,299,698,3405,588,935,697,3409,1202,176,31,28,11001009503,3438,3438,697,697,745.6768737194416,31.6,10.4,17.0,2.6,51.0,5.4,75.4,17.1,7.5,4.8,9.1,6.0,12.8,13.0,8.8,4.2,27.4,16.3,2.6,2.3,22,3,Above Average,3,Above Average,2,Average,3,Above Average,2,Average,2,Average,3,Above Average,2,Average,2,Average,0,Well Below Average,3,Above Average,2.2,0.9189365834726815,High
288,133,3037,365,Census Tract 95.04; District of Columbia; District of Columbia,11,001,009504,3037,940,197,365,3037,1664,298,365,365,227,3037,2023,183,365,3037,142,316,3037,365,615,357,191,316,2905,144,436,365,2814,299,665,365,2810,1214,155,166,85,11001009504,3037,3037,365,365,429.8301990321294,9.5,4.2,31.0,5.3,54.8,7.3,66.6,11.0,6.0,4.6,20.3,10.1,10.9,6.4,15.5,4.7,23.7,10.2,13.7,6.8,22,1,Below Average,4,Well Above Average,2,Average,2,Average,1,Below Average,3,Above Average,3,Above Average,3,Above Average,2,Average,1,Below Average,3,Above Average,2.2,1.0327955589886446,High
974,278,4407,548,Census Tract 95.05; District of Columbia; District of Columbia,11,001,009505,4407,533,108,548,4407,2590,436,548,548,172,4407,3914,157,548,4407,106,204,4407,548,366,531,89,127,4319,166,604,549,4392,201,428,549,4392,1871,372,300,167,11001009505,4407,4407,548,548,574.3587728937375,22.1,5.7,12.1,1.9,58.8,6.7,88.8,11.7,3.6,2.4,8.3,4.5,2.9,2.0,13.8,3.4,9.7,4.4,16.0,8.3,18,2,Average,2,Average,3,Above Average,3,Above Average,1,Below Average,1,Below Average,2,Average,2,Average,1,Below Average,1,Below Average,2,Average,1.8,0.7888106377466155,High
417,100,1636,316,Census Tract 95.07; District of Columbia; District of Columbia,11,001,009507,1636,346,72,316,1636,929,204,316,316,70,1636,1480,288,316,1636,93,221,1636,316,329,320,213,274,1487,63,220,316,1636,287,626,316,1636,587,137,99,52,11001009507,1636,1636,316,316,323.66031576330147,25.5,3.6,21.1,1.6,56.8,5.9,90.5,18.0,17.6,4.6,20.1,12.9,18.4,13.8,13.4,2.8,38.3,15.9,16.9,7.9,28,3,Above Average,3,Above Average,3,Above Average,3,Above Average,3,Above Average,3,Above Average,4,Well Above Average,2,Average,3,Above Average,1,Below Average,4,Well Above Average,2.8,0.7888106377466155,High
959,439,3910,975,Census Tract 95.08; District of Columbia; District of Columbia,11,001,009508,3910,672,215,975,3910,2360,949,975,975,130,3910,3746,334,975,3910,121,163,3910,975,345,959,152,304,3763,259,744,975,3910,274,948,974,3897,1880,250,579,203,11001009508,3910,3910,975,975,983.6284867774011,24.5,9.4,17.2,3.4,60.4,19.0,95.8,24.1,8.5,2.2,8.8,3.5,8.1,3.5,19.0,4.6,24.3,3.5,30.8,10.0,26,3,Above Average,3,Above Average,3,Above Average,3,Above Average,2,Average,2,Average,3,Above Average,3,Above Average,2,Average,2,Average,4,Well Above Average,2.6,0.5163977794943223,High
705,230,3274,529,Census Tract 95.09; District of Columbia; District of Columbia,11,001,009509,3274,545,100,529,3274,1893,298,529,529,250,3274,2552,399,529,3274,200,180,3274,529,253,458,48,44,2899,124,425,529,3274,89,134,529,3274,1388,189,263,126,11001009509,3274,3274,529,529,585.0991368990386,21.5,6.1,16.6,1.4,57.8,13.0,77.9,14.7,12.2,5.8,7.7,5.4,1.5,1.6,13.0,3.2,4.1,2.6,18.9,8.7,18,2,Average,2,Average,3,Above Average,3,Above Average,2,Average,1,Below Average,1,Below Average,2,Average,1,Below Average,1,Below Average,2,Average,1.8,0.7888106377466155,High
1462,415,4788,827,Census Tract 95.10; District of Columbia; District of Columbia,11,001,009510,4788,572,336,827,4788,2345,547,827,827,221,4788,4512,1706,827,4788,574,315,4788,827,1464,769,255,872,4390,229,497,830,4786,562,2618,827,4788,1925,225,493,123,11001009510,4788,4788,827,827,856.0198595827085,30.5,6.9,11.9,6.7,49.0,7.7,94.2,16.9,35.6,10.3,30.6,3.9,19.9,4.7,10.4,4.4,54.7,7.0,25.6,5.6,29,3,Above Average,2,Average,2,Average,3,Above Average,4,Well Above Average,4,Well Above Average,4,Well Above Average,2,Average,4,Well Above Average,1,Below Average,4,Well Above Average,2.9,1.1005049346146119,High
13,13,1426,58,Census Tract 95.11; District of Columbia; District of Columbia,11,001,009511,1426,107,103,58,1426,766,196,58,58,154,1426,502,203,58,1426,92,106,1426,58,155,58,75,54,1426,59,91,58,1378,7,122,7,122,0,14,0,14,11001009511,1426,1426,58,58,164.5600194457937,0.9,0.9,7.5,7.2,53.7,13.6,35.2,10.7,14.2,6.4,10.9,7.4,3.8,5.3,6.6,4.3,100.0,0.0,0.0,0.0,15,0,Well Below Average,1,Below Average,2,Average,1,Below Average,2,Average,2,Average,2,Average,1,Below Average,4,Well Above Average,0,Well Below Average,1,Below Average,1.5,1.1785113019775793,Medium
727,248,2218,464,Census Tract 96.01; District of Columbia; District of Columbia,11,001,009601,2218,265,97,464,2218,1376,316,464,464,126,2218,2105,73,464,2218,79,80,2218,464,102,439,38,26,2079,135,358,464,2212,397,851,464,2212,843,153,291,154,11001009601,2218,2218,464,464,480.80349416367596,32.8,8.8,11.9,3.6,62.0,5.9,94.9,20.7,3.3,3.5,4.6,3.5,1.3,1.8,16.2,5.1,38.5,16.0,34.5,17.2,22,3,Above Average,2,Average,3,Above Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,3,Above Average,3,Above Average,2,Average,3,Above Average,2.2,0.9189365834726815,High
1997,474,5527,590,Census Tract 96.02; District of Columbia; District of Columbia,11,001,009602,5527,438,126,590,5527,3345,414,590,590,83,5527,5453,290,590,5527,260,314,5527,590,437,469,40,30,4957,279,882,590,5527,662,3659,578,5496,2233,244,1242,252,11001009602,5527,5527,590,590,595.8095333241992,36.1,7.7,7.9,2.1,60.5,3.8,98.7,10.6,5.2,4.7,7.9,5.6,0.6,0.8,16.0,4.8,66.6,9.8,55.6,9.5,24,4,Well Above Average,1,Below Average,3,Above Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,3,Above Average,4,Well Above Average,3,Above Average,3,Above Average,2.4,1.2649110640673518,Medium
878,404,4219,720,Census Tract 96.03; District of Columbia; District of Columbia,11,001,009603,4219,760,281,720,4219,2294,493,720,720,14,4219,4219,124,720,4219,116,209,4219,720,375,718,54,57,4173,270,850,720,4219,567,1849,720,4219,1981,211,707,214,11001009603,4219,4219,720,720,720.136098248102,20.8,8.9,18.0,5.9,54.4,7.1,100.0,17.1,2.9,2.7,8.9,4.7,1.4,1.3,20.1,5.4,43.8,11.2,35.7,10.1,22,2,Average,3,Above Average,2,Average,3,Above Average,1,Below Average,2,Average,1,Below Average,3,Above Average,3,Above Average,2,Average,3,Above Average,2.2,0.7888106377466155,High
376,306,1912,584,Census Tract 96.04; District of Columbia; District of Columbia,11,001,009604,1912,374,45,584,1912,1195,370,584,584,46,1912,1829,101,584,1912,68,84,1912,584,166,393,41,60,1743,137,300,582,1885,216,468,584,1912,856,76,228,73,11001009604,1912,1912,584,584,585.8088425416605,19.7,14.8,19.6,6.4,62.5,3.2,95.7,29.3,5.3,3.2,8.7,3.5,3.4,2.2,15.9,5.4,24.5,8.5,26.6,8.2,22,2,Average,3,Above Average,3,Above Average,3,Above Average,1,Below Average,1,Below Average,2,Average,3,Above Average,2,Average,2,Average,3,Above Average,2.2,0.7888106377466155,High
596,350,3232,747,Census Tract 97; District of Columbia; District of Columbia,11,001,009700,3232,869,400,747,3232,1646,507,747,747,54,3232,3187,0,747,3232,14,328,3232,747,288,660,24,15,2969,363,663,747,3232,478,1225,747,3232,1791,546,431,175,11001009700,3232,3232,747,747,748.9492639691957,18.4,10.0,26.9,10.7,50.9,10.4,98.6,22.9,0.0,0.4,8.9,9.9,0.5,0.8,20.5,10.2,37.9,11.9,24.1,6.5,22,2,Average,4,Well Above Average,2,Average,3,Above Average,0,Well Below Average,2,Average,1,Below Average,4,Well Above Average,3,Above Average,1,Below Average,3,Above Average,2.2,1.3165611772087666,Medium
616,145,2075,435,Census Tract 98.01; District of Columbia; District of Columbia,11,001,009801,2075,592,319,435,2075,1449,378,435,435,52,2075,2004,42,435,2075,42,14,2075,435,11,393,14,11,1872,349,805,435,2075,397,1109,435,2075,1107,326,564,317,11001009801,2075,2075,435,435,438.09702121790326,29.7,3.2,28.5,14.2,69.8,10.8,96.6,20.4,2.0,2.0,0.5,0.7,0.6,0.7,38.8,14.7,53.4,15.5,50.9,24.4,27,3,Above Average,4,Well Above Average,4,Well Above Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,4,Well Above Average,3,Above Average,3,Above Average,4,Well Above Average,2.7,1.2516655570345725,High
751,315,2113,531,Census Tract 98.02; District of Columbia; District of Columbia,11,001,009802,2113,374,228,531,2113,1091,225,531,531,19,2113,2096,0,531,2113,14,40,2113,531,38,410,18,12,1910,268,543,533,2099,377,1136,531,2113,862,227,475,225,11001009802,2113,2113,531,531,531.3398159370329,35.5,11.9,17.7,9.8,51.6,16.8,99.2,24.9,0.0,0.7,1.8,1.8,0.6,0.9,25.9,10.9,53.8,11.7,55.1,21.7,25,4,Well Above Average,3,Above Average,2,Average,3,Above Average,0,Well Below Average,1,Below Average,1,Below Average,4,Well Above Average,4,Well Above Average,3,Above Average,3,Above Average,2.5,1.4337208778404378,Medium
691,384,2892,610,Census Tract 98.03; District of Columbia; District of Columbia,11,001,009803,2892,400,97,610,2892,1362,355,610,610,54,2892,2804,221,610,2892,296,238,2892,610,266,543,62,49,2760,342,603,609,2824,391,1134,548,2696,1363,325,534,330,11001009803,2892,2892,610,610,612.3854995017435,23.9,12.3,13.8,1.7,47.1,7.2,97.0,20.5,7.6,10.1,9.2,8.0,1.8,2.2,21.4,11.2,42.1,11.7,39.2,22.3,23,3,Above Average,2,Average,1,Below Average,3,Above Average,2,Average,2,Average,1,Below Average,4,Well Above Average,3,Above Average,2,Average,3,Above Average,2.3,0.9486832980505138,High
869,372,2643,629,Census Tract 98.04; District of Columbia; District of Columbia,11,001,009804,2643,90,54,629,2643,1834,487,629,629,121,2643,2510,345,629,2643,235,147,2643,629,195,538,97,92,2396,147,478,629,2643,515,1205,629,2643,966,134,335,115,11001009804,2643,2643,629,629,640.5325908960449,32.9,11.7,3.4,1.9,69.4,8.2,95.0,23.1,13.1,8.3,7.4,5.3,3.8,4.0,18.1,3.5,45.6,16.2,34.7,10.9,24,3,Above Average,1,Below Average,4,Well Above Average,3,Above Average,2,Average,1,Below Average,2,Average,3,Above Average,3,Above Average,2,Average,3,Above Average,2.4,0.966091783079296,High
587,419,3322,750,Census Tract 98.07; District of Columbia; District of Columbia,11,001,009807,3322,542,163,750,3322,1405,302,750,750,68,3322,3267,156,750,3322,208,152,3322,750,161,558,123,81,3032,269,596,752,3211,306,958,750,3250,1736,318,825,342,11001009807,3322,3322,750,750,753.0763573503021,17.7,12.0,16.3,3.2,42.3,13.2,98.3,22.3,4.7,6.2,4.8,4.4,2.7,4.0,18.6,7.2,29.5,6.5,47.5,17.7,20,2,Average,2,Average,1,Below Average,3,Above Average,1,Below Average,1,Below Average,2,Average,3,Above Average,2,Average,3,Above Average,2,Average,2.0,0.816496580927726,High
490,244,1918,406,Census Tract 98.10; District of Columbia; District of Columbia,11,001,009810,1918,168,60,406,1918,1057,342,406,406,61,1918,1876,42,406,1918,61,126,1918,406,107,406,60,39,1918,143,327,406,1918,462,1038,406,1918,1132,184,648,176,11001009810,1918,1918,406,406,410.55693880386434,25.5,11.5,8.8,2.5,55.1,13.5,97.8,20.9,2.2,3.1,5.6,6.5,2.0,3.1,17.0,6.5,54.1,21.2,57.2,12.5,23,3,Above Average,1,Below Average,2,Average,3,Above Average,1,Below Average,1,Below Average,2,Average,3,Above Average,4,Well Above Average,3,Above Average,3,Above Average,2.3,1.0593499054713802,High
1233,525,4225,1030,Census Tract 98.11; District of Columbia; District of Columbia,11,001,009811,4225,409,153,1030,4225,2668,741,1030,1030,98,4225,4156,34,1030,4225,86,92,4225,1030,67,1028,86,41,4052,255,821,1030,4225,1075,2302,1030,4225,1789,295,820,245,11001009811,4225,4225,1030,1030,1034.6516321931745,29.2,10.2,9.7,2.7,63.1,8.4,98.4,24.1,0.8,2.0,1.6,2.1,1.0,2.1,19.4,3.7,54.5,21.7,45.8,11.4,24,3,Above Average,2,Average,3,Above Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,3,Above Average,4,Well Above Average,3,Above Average,3,Above Average,2.4,1.07496769977314,High
284,88,2107,331,Census Tract 99.01; District of Columbia; District of Columbia,11,001,009901,2107,621,243,331,2107,1164,238,331,331,95,2107,1924,15,331,2107,18,36,2107,331,35,326,15,9,1957,160,406,331,2102,164,285,331,2107,947,156,156,107,11001009901,2107,2107,331,331,344.363180377926,13.5,3.6,29.5,10.6,55.2,7.2,91.3,15.0,0.7,0.8,1.7,1.7,0.5,0.8,19.3,7.0,13.5,7.5,16.5,11.0,19,2,Average,4,Well Above Average,2,Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,3,Above Average,1,Below Average,1,Below Average,2,Average,1.9,1.1005049346146119,Medium
341,226,2742,844,Census Tract 99.02; District of Columbia; District of Columbia,11,001,009902,2742,456,142,844,2742,1552,480,844,844,174,2742,2519,156,844,2742,174,43,2742,844,24,813,13,10,2498,147,395,844,2736,257,449,844,2736,1245,312,270,121,11001009902,2742,2742,844,844,861.7493835216826,12.4,7.3,16.6,0.8,56.6,1.7,91.9,29.0,5.7,6.1,0.9,1.5,0.4,0.5,14.4,3.0,16.4,7.9,21.7,8.1,18,1,Below Average,2,Average,3,Above Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,3,Above Average,2,Average,1,Below Average,2,Average,1.8,0.9189365834726815,Medium
536,96,2156,489,Census Tract 99.03; District of Columbia; District of Columbia,11,001,009903,2156,221,42,489,2156,1110,229,489,489,239,2156,1990,73,489,2156,97,118,2156,489,106,458,72,56,1923,255,298,489,2156,407,531,493,2142,672,103,110,53,11001009903,2156,2156,489,489,544.2811773339217,24.9,7.2,10.3,3.0,51.5,15.8,92.3,23.7,3.4,4.4,4.9,5.4,2.9,3.7,13.8,11.4,24.8,18.1,16.4,7.5,19,3,Above Average,2,Average,2,Average,3,Above Average,1,Below Average,1,Below Average,2,Average,2,Average,2,Average,1,Below Average,2,Average,1.9,0.7378647873726217,High
1248,540,3632,792,Census Tract 99.04; District of Columbia; District of Columbia,11,001,009904,3632,233,120,792,3632,1943,478,792,792,87,3632,3536,494,792,3632,450,205,3632,792,243,591,99,111,3276,234,539,793,3623,618,1561,793,3623,1381,187,357,127,11001009904,3632,3632,792,792,796.7640805156818,34.4,12.8,6.4,3.0,53.5,6.1,97.4,21.4,13.6,12.0,6.7,5.5,3.4,3.0,14.9,5.6,43.1,14.2,25.9,8.5,22,4,Well Above Average,1,Below Average,2,Average,3,Above Average,2,Average,1,Below Average,2,Average,3,Above Average,3,Above Average,1,Below Average,3,Above Average,2.2,1.0327955589886446,High
1063,431,3182,675,Census Tract 99.05; District of Columbia; District of Columbia,11,001,009905,3182,313,77,675,3182,1883,496,675,675,60,3182,3128,0,675,3182,14,60,3182,675,60,630,14,0,2900,185,585,675,3166,477,1083,675,3166,1271,230,449,162,11001009905,3182,3182,675,675,677.661419884591,33.4,11.5,9.8,1.2,59.2,9.2,98.3,20.9,0.0,0.4,1.9,1.8,0.0,0.5,18.5,4.3,34.2,13.2,35.3,11.0,20,4,Well Above Average,2,Average,3,Above Average,3,Above Average,0,Well Below Average,1,Below Average,0,Well Below Average,3,Above Average,2,Average,2,Average,2,Average,2.0,1.3333333333333333,Medium
346,117,1615,318,Census Tract 99.06; District of Columbia; District of Columbia,11,001,009906,1615,328,286,318,1615,1055,191,318,318,52,1615,1533,17,318,1615,27,30,1615,318,34,297,49,42,1447,94,197,318,1615,176,385,318,1615,750,140,325,93,11001009906,1615,1615,318,318,322.2235249015813,21.4,5.9,20.3,17.3,65.3,17.5,94.9,19.0,1.1,1.7,2.1,1.8,2.9,3.3,12.2,5.3,23.8,9.8,43.3,9.4,23,2,Average,3,Above Average,4,Well Above Average,3,Above Average,1,Below Average,1,Below Average,2,Average,2,Average,2,Average,3,Above Average,3,Above Average,2.3,0.9486832980505138,High
560,500,2099,646,Census Tract 99.07; District of Columbia; District of Columbia,11,001,009907,2099,192,48,646,2099,999,227,646,646,33,2099,2071,195,646,2099,252,10,2099,646,5,646,36,36,2001,102,261,646,2086,535,985,646,2086,873,129,425,178,11001009907,2099,2099,646,646,646.8423300928906,26.7,22.4,9.1,3.6,47.6,18.2,98.7,30.4,9.3,11.7,0.2,0.5,1.8,1.7,12.5,3.0,47.2,21.1,48.7,19.1,21,3,Above Average,2,Average,1,Below Average,3,Above Average,2,Average,1,Below Average,1,Below Average,2,Average,3,Above Average,3,Above Average,2,Average,2.1,0.8755950357709131,High
62,30,2659,414,Census Tract 101; District of Columbia; District of Columbia,11,001,010100,2659,248,57,414,2659,1349,246,414,414,448,2659,1033,341,414,2659,158,201,2659,414,611,416,72,123,2629,71,199,414,2631,137,328,414,2598,1866,226,1225,232,11001010100,2659,2659,414,414,610.0,2.3,1.1,9.3,1.6,50.7,4.8,38.8,15.7,12.8,5.6,23.0,6.7,4.7,2.6,7.6,2.4,12.6,4.9,65.6,9.6,18,0,Well Below Average,2,Average,2,Average,1,Below Average,2,Average,3,Above Average,2,Average,1,Below Average,1,Below Average,4,Well Above Average,2,Average,1.8,1.1352924243950935,Medium
332,244,2946,440,Census Tract 102.01; District of Columbia; District of Columbia,11,001,010201,2946,323,128,440,2946,1201,235,440,440,282,2946,1703,170,440,2946,105,132,2946,440,269,440,64,59,2889,90,188,440,2946,130,325,440,2946,2074,217,1046,247,11001010201,2946,2946,440,440,522.6126672785496,11.3,8.1,11.0,4.0,40.8,5.2,57.8,4.1,5.8,3.5,9.1,4.3,2.0,2.2,6.4,2.9,11.0,4.1,50.4,10.7,16,1,Below Average,2,Average,1,Below Average,2,Average,1,Below Average,2,Average,2,Average,1,Below Average,1,Below Average,3,Above Average,1,Below Average,1.6,0.6992058987801011,High
265,170,2542,454,Census Tract 102.02; District of Columbia; District of Columbia,11,001,010202,2542,353,148,454,2542,1366,414,454,454,280,2542,1235,218,454,2542,140,166,2542,454,444,348,56,70,2325,139,276,460,2494,412,641,452,2528,1631,263,607,208,11001010202,2542,2542,454,454,533.4004124482844,10.4,6.4,13.9,5.3,53.7,13.2,48.6,6.8,8.6,5.3,17.5,5.7,3.0,2.4,11.1,5.2,25.4,15.7,37.2,11.3,19,1,Below Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,1.9,0.31622776601683794,High
1037,211,4344,539,Census Tract 103; District of Columbia; District of Columbia,11,001,010300,4344,585,170,539,4344,2352,352,539,539,192,4344,3375,877,539,4344,356,242,4344,539,892,542,287,668,3978,144,459,539,4323,336,748,539,4323,1804,234,515,237,11001010300,4344,4344,539,539,572.1756723245056,23.9,3.8,13.5,3.5,54.1,4.5,77.7,10.6,20.2,7.8,20.5,5.0,16.8,6.8,10.6,3.1,17.3,7.5,28.5,12.6,26,3,Above Average,2,Average,2,Average,3,Above Average,3,Above Average,3,Above Average,4,Well Above Average,2,Average,2,Average,2,Average,4,Well Above Average,2.6,0.6992058987801011,High
434,294,4389,919,Census Tract 104; District of Columbia; District of Columbia,11,001,010400,4389,520,173,919,4389,2139,726,919,919,360,4389,3981,92,919,4389,83,58,4389,919,49,893,55,40,4246,203,589,918,4215,438,1540,913,4195,2254,825,949,563,11001010400,4389,4389,919,919,986.995947306776,9.9,6.4,11.8,3.1,48.7,13.0,90.7,20.7,2.1,1.8,1.1,1.3,0.9,1.3,14.0,3.7,36.7,6.7,42.1,19.7,18,1,Below Average,2,Average,2,Average,3,Above Average,1,Below Average,1,Below Average,1,Below Average,2,Average,3,Above Average,2,Average,2,Average,1.8,0.7888106377466155,High
354,208,3844,583,Census Tract 105; District of Columbia; District of Columbia,11,001,010500,3844,361,102,583,3844,2072,346,583,583,532,3844,1963,374,583,3844,184,200,3844,583,459,563,92,98,3708,173,360,581,3827,376,1115,583,3844,2356,302,942,266,11001010500,3844,3844,583,583,789.248376621707,9.2,5.2,9.4,2.2,53.9,3.8,51.1,11.5,9.7,4.6,11.9,4.9,2.6,2.4,9.4,4.3,29.0,8.7,40.0,10.1,19,1,Below Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,2,Average,1.9,0.31622776601683794,High
44,69,1928,357,Census Tract 106.01; District of Columbia; District of Columbia,11,001,010601,1928,2,11,357,1928,1095,239,357,357,326,1928,801,158,357,1928,100,116,1928,357,189,333,67,73,1884,80,119,357,1914,142,356,357,1928,1307,227,711,119,11001010601,1928,1928,357,357,483.4511350695125,2.3,3.6,0.1,0.6,56.8,6.6,41.5,15.1,8.2,5.0,9.8,5.7,3.9,3.5,6.2,4.0,18.5,6.5,54.4,13.1,16,0,Well Below Average,0,Well Below Average,3,Above Average,1,Below Average,2,Average,2,Average,2,Average,1,Below Average,2,Average,3,Above Average,1,Below Average,1.6,1.07496769977314,Medium
1137,314,7269,709,Census Tract 106.02; District of Columbia; District of Columbia,11,001,010602,7269,442,264,709,7269,4042,453,709,709,689,7269,3333,447,709,7269,271,208,7269,709,597,718,38,44,6798,329,733,710,7256,467,1059,709,7218,3470,286,1037,300,11001010602,7269,7269,709,709,988.6364346917425,15.6,4.0,6.1,3.6,55.6,3.1,45.9,8.4,6.1,3.7,8.2,2.7,0.6,0.6,10.1,4.4,14.7,6.3,29.9,8.3,15,2,Average,1,Below Average,2,Average,2,Average,1,Below Average,1,Below Average,1,Below Average,2,Average,1,Below Average,2,Average,1,Below Average,1.5,0.5270462766947299,High
2,3,2562,591,Census Tract 106.03; District of Columbia; District of Columbia,11,001,010603,2562,63,56,591,2562,1615,566,591,591,578,2562,643,248,591,2562,129,120,2562,591,226,591,14,0,2560,98,232,591,2562,85,188,591,2562,1841,392,1123,422,11001010603,2562,2562,591,591,826.6589381359158,0.1,0.1,2.5,2.1,63.0,16.6,25.1,21.8,9.7,4.5,8.8,4.2,0.0,0.5,9.1,3.2,7.3,2.9,61.0,18.9,16,0,Well Below Average,1,Below Average,3,Above Average,1,Below Average,2,Average,2,Average,0,Well Below Average,2,Average,1,Below Average,4,Well Above Average,1,Below Average,1.6,1.2649110640673518,Medium
43,18,1648,330,Census Tract 107; District of Columbia; District of Columbia,11,001,010700,1648,110,71,330,1648,975,358,330,330,327,1648,469,229,330,1648,121,108,1648,330,254,329,44,63,1609,28,25,330,1648,120,331,330,1554,1252,340,1020,348,11001010700,1648,1648,330,330,464.5739984114479,2.6,1.0,6.7,4.1,59.2,18.2,28.5,19.0,13.9,6.8,15.4,5.8,3.9,2.6,1.5,1.7,21.3,6.3,81.5,16.8,18,1,Below Average,1,Below Average,3,Above Average,1,Below Average,2,Average,2,Average,2,Average,0,Well Below Average,2,Average,4,Well Above Average,2,Average,1.8,1.1352924243950935,Medium
54,35,4731,272,Census Tract 108; District of Columbia; District of Columbia,11,001,010800,4731,34,29,272,4731,2735,208,272,272,217,4731,1965,634,272,4731,133,270,4731,272,974,272,73,220,4727,124,315,272,4731,181,615,269,1206,977,166,888,164,11001010800,4731,4731,272,272,347.95545691941663,1.1,0.7,0.7,0.6,57.8,2.9,41.5,3.9,13.4,2.7,20.6,5.6,4.7,1.5,6.7,2.6,51.0,9.8,90.9,6.6,19,0,Well Below Average,0,Well Below Average,3,Above Average,1,Below Average,2,Average,3,Above Average,2,Average,1,Below Average,3,Above Average,4,Well Above Average,2,Average,1.9,1.3703203194062978,Medium
918,535,3355,781,Census Tract 109; District of Columbia; District of Columbia,11,001,010900,3355,118,63,781,3355,1454,419,781,781,85,3355,3271,7,781,3355,15,111,3355,781,175,626,59,77,2952,281,502,781,3355,740,2220,781,3355,1353,129,544,206,11001010900,3355,3355,781,781,785.6118634542123,27.4,14.6,3.5,1.7,43.3,7.4,97.5,22.8,0.2,0.4,5.2,3.1,2.6,1.9,15.0,7.6,66.2,15.8,40.2,14.7,21,3,Above Average,1,Below Average,1,Below Average,3,Above Average,1,Below Average,1,Below Average,2,Average,3,Above Average,4,Well Above Average,2,Average,2,Average,2.1,1.1005049346146119,Medium
440,166,2763,554,Census Tract 110.01; District of Columbia; District of Columbia,11,001,011001,2763,420,141,554,2763,1531,371,554,554,548,2763,1238,654,554,2763,523,61,2763,554,60,540,369,317,2541,94,127,563,2709,261,578,554,2763,1449,242,468,182,11001011001,2763,2763,554,554,779.2432226205115,15.9,5.1,15.2,4.1,55.4,7.5,44.8,17.7,23.7,18.3,2.2,2.2,12.5,14.3,4.7,3.3,20.9,8.5,32.3,11.3,19,2,Average,2,Average,2,Average,1,Below Average,3,Above Average,1,Below Average,3,Above Average,1,Below Average,2,Average,2,Average,2,Average,1.9,0.7378647873726217,High
